"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19"
"3522","county","Madison Parish","driving","","Louisiana","United States",100,105.64,102.6,104.08,163.25,135.49,122.12,120.34,102.52,105.72,112.18,141.2,120.56,109.06,99.26,102.15,110.54,123.24,141.8,113.66,98.44,114.85,106.01,103.49,117.45,134.89,126.95,110.47,105.57,104.83,107.65,126.87,150.04,141.13,126.87,111.88,109.35,104.6,121.53,149.44,127.91,122.57,108.46,105.2,119.82,127.39,161.84,124.65,134.22,111.36,114.92,115.52,142.84,209.06,209.43,163.18,143.13,140.61,148.11,159.61,214.33,228.43,185.37,141.95,143.65,129.92,124.8,151.67,132.52,102,94.43,84.48,86.56,88.05,89.24,89.16,73.72,74.83,75.65,85.45,71.27,71.64,57.31,60.36,70.82,71.2,72.38,73.5,68.97,55.9,40.01,62.73,73.57,111.88,72.38,84.26,77.43,64.07,86.19,77.58,79.44,76.1,106.98,85.6,76.76,87.38,82.7,93.76,96.81,128.8,113.29,98.81,103.12,115.07,107.35,127.02,135.12,126.13,101.56,NA,NA,123.53,123.83,158.57,158.05,129.18,130.07,135.49,148.7,197.62,226.28,196.88,150.48,175.35,153.67,155.09,177.36,229.18,211.58,182.7,185.52,155.46,160.36,177.8,213.66,271.49,251.15,130.07,191.61,167.19,189.9,235.49,263.92,204.9,169.19,162.14,185.67,214.85,271.79,288.79,234.74,195.62,161.99,178.1,221.31,287.9,321.53,257.09,187.6,189.16,205.57,263.85,602.38,221.16,317.15,236.01,185,190.05,206.76,362.66,329.25,234.15,176.61,163.92,169.04,303.64,279.06,317.22,214.18,191.02,159.02,179.14,197.62,280.77,358.2,220.42,171.86,174.76,187.68,199.33,281.81,348.11,256.05,189.31,202.52,206.9,222.05,275.87,292.65,228.14,192.43,175.5,189.53,206.46,247.44,231.92,200.89,161.17,170.75,159.02,290.5,207.35,221.31,185.45,170.97,150.26,343.8,278.32,313.66,257.09,205.27,157.68,191.54,190.94,212.84,282.63,244.17,185.3,282.93,174.24,148.48,178.25,220.19,197.33,179.58,184.04,163.47,159.02,182.78,210.69,181.37
"3728","county","Morehouse Parish","driving","","Louisiana","United States",100,88.52,104.78,103.76,131.56,118.17,85.93,111.27,97.81,105.53,106.97,127.87,117.28,76.84,83.4,99.52,95.49,102.8,119.33,129.71,83.67,102.12,93.44,103.69,98.02,105.6,104.58,85.18,94.13,85.31,87.64,102.12,127.46,117.35,85.45,96.45,95.63,88.87,98.43,130.19,125.96,82.04,99.8,112.43,105.05,131.15,136.54,142.55,92.28,107.86,110.38,102.05,112.16,157.72,145.63,94.26,90.78,115.57,109.97,111.54,137.43,137.5,91.05,116.05,93.44,99.45,100.48,87.91,83.54,61.07,70.42,81.76,63.8,81.08,87.02,70.08,55.4,67.9,68.1,67.42,67.76,72.75,61.48,54.99,79.3,73.43,79.1,85.86,89.41,75.68,41.67,74.73,81.97,84.97,92.76,96.17,85.66,50.07,96.04,92.55,95.36,103.28,114.75,92.01,91.67,98.77,97.47,95.77,112.16,113.52,106.01,86.82,111.95,114.89,111.2,116.05,112.09,122.27,83.61,NA,NA,138.8,133.47,153.76,128.55,87.23,126.09,123.43,127.6,139.75,178.01,144.19,116.19,116.87,141.6,154.03,144.47,165.64,160.59,118.65,131.9,134.36,150.41,141.67,156.83,162.43,108.81,125.07,138.73,170.9,159.77,193.78,147.2,121.58,161.61,144.19,154.03,167.21,194.74,155.19,120.7,139.28,150.14,157.45,174.59,166.46,155.26,113.93,148.22,154.44,164.89,178.62,174.59,140.64,143.37,153.07,146.11,142.28,175.2,196.79,171.65,143.92,166.53,186.89,167.01,177.73,195.29,174.18,134.36,151.3,154.17,153.07,165.16,196.04,181.15,129.1,142.55,169.4,161.2,170.15,184.84,185.93,137.36,162.98,167.83,147.88,165.03,200,198.7,140.37,166.33,162.7,164.89,158.88,186.13,181.42,123.7,151.3,137.09,126.84,163.25,181.42,157.24,121.72,143.1,140.37,157.72,92.42,163.39,194.95,149.52,189.96,180.67,151.37,168.31,217.9,203.28,146.11,144.67,143.1,152.25,165.57,192.28,190.57,130.81,155.74,156.83,155.19,160.59,161,171.11
"3762","county","Natchitoches Parish","driving","","Louisiana","United States",100,112.33,102.55,99.4,139.85,114.97,99.86,107.74,97.47,93.14,100.44,132.23,115.78,83.71,99.63,97.22,96.83,104.73,128.89,116.64,88.44,93.91,103.87,94.58,102.55,134.08,112.42,99.51,90.78,107.16,102.69,122.5,169.23,134.71,109.52,113.62,103.87,101.99,128.59,177.25,138.48,116.31,126.09,114.57,128.71,139.94,169.81,166.5,122.73,116.01,121.5,105.75,121.22,175.02,166.8,131.21,122.22,133.34,129.05,140.41,165.99,155.82,118.56,107.37,97.36,97.96,93.33,90.15,72.43,58.06,63.79,65.69,65.76,67.03,78.38,57.78,54.08,63.09,63.39,66.73,57.95,64.74,50.14,45.6,59.34,60.63,62.37,62.81,64.9,48.22,35.26,64.64,63.11,72.85,70.39,80.72,61.96,41.17,68.77,80.35,68.19,79.89,91.22,80.19,59.94,73.15,72.45,84.04,85.33,105.26,88.04,76.09,85.08,102.06,97.78,102.32,105.03,94,84.08,NA,NA,100.83,113.16,137.16,109.99,99.79,114.06,119.35,122.8,135.33,172.96,163.23,120.51,104.59,120.39,127.8,119.97,160.29,160.87,121.76,129.03,130.91,126.14,131.81,162.88,174.68,109.87,114.67,119.49,135.82,140.94,186.72,184.57,141.4,140.59,141.57,143.74,158.36,191.87,193.65,134.89,136.96,132.69,140.2,154.12,180.42,188.23,129.31,135.01,131.21,148.47,166.98,187.86,145.34,152.11,150.83,139.69,139.16,161.79,189.04,200.16,148.05,132.53,131.9,143.95,152.66,177.53,178.01,137.51,127.76,124.3,148.1,151.69,194.79,181.74,144.3,139.6,130.56,142.31,157.97,181.65,198.89,149.14,148.89,142.79,137.05,147.13,181.95,178.99,140.27,153.8,163.28,173.01,182.23,225.86,229.96,209.73,197.2,169.23,173.17,169.62,199.98,176.04,146.5,151.04,181.81,190.55,121.71,243.77,171.29,172.06,190.01,202.09,205.54,213.95,256.35,208.53,192.59,233.39,181.09,179.54,172.78,203.78,196.85,152.85,171.18,168.05,168.58,180.72,205.65,187.35
"3866","county","Orleans Parish","driving","","Louisiana","United States",100,66.71,52.36,57.32,74.38,83.74,60.72,49.19,49.34,51.04,51.92,70.49,76.42,47.96,49.41,49.17,47.97,52.71,71.43,80.87,50.92,49.1,53.04,48.39,53.9,78.87,89.51,68.74,53.04,54.32,55.28,63.42,100.17,106.46,69.69,60.39,62.21,76.89,69.9,140.15,196.26,156.14,105.56,143.07,71.03,61.4,74.46,81.66,63.09,56.06,57.71,54.93,62.81,82.01,91.22,70.42,62.95,60.9,62.45,62.08,68.41,66.38,45.29,38.01,30.65,28.15,25.92,26.95,19.81,15.89,18.35,17.86,19.16,19.31,20.63,18.07,15.42,18.38,19.11,19.91,19.37,21.25,17.98,15.6,19.04,19.59,20.2,21.14,22.22,20,13.63,20.9,21.13,23.12,23.41,25.55,21.33,18.56,25.97,24.76,24.66,23.76,29.46,25.62,21.58,25.2,26.21,24.61,29.26,32.73,30.39,24.76,28.68,31.94,31.02,31.83,33.15,33.34,27.14,NA,NA,34.68,33.01,37.82,37.73,31.15,37.87,39.53,40.93,42.48,51.08,44.17,37.38,34.28,37.47,42.3,44.4,47.43,47.7,38.49,42.25,44.18,43.98,47.4,52.44,41.84,21.58,31.68,43.95,43.46,50.47,58.17,59.11,45.48,46.86,48.83,51.29,52.11,62.7,60.15,41.94,42.67,47.36,44,52.01,60.54,59.28,46.64,48.81,51.45,53.32,54.52,56.64,48.27,42.49,44.79,48.36,52.83,54.56,63.66,62.53,46.91,47.88,49.65,48.43,48.64,61.97,60.74,44.14,48.47,51.31,51.61,50.55,55.96,57.13,42.53,45.46,48.31,53.09,55.83,63.07,64.77,48.17,53.13,53.98,55.54,57.05,65.67,65.7,51.79,55.17,55.02,56.96,58.41,69.13,70.6,55.58,55.25,55.23,55,56.3,67.66,68.94,47,32.1,38.02,39.75,38.71,60.23,61.1,48.31,52.25,58.13,59.23,60.86,72.61,74.39,62.74,50.08,52.39,54.56,61.36,66.99,65.91,51.16,43.55,35.46,49.53,56.4,66.66,62.24
"3867","county","Orleans Parish","transit","","Louisiana","United States",100,82.39,78.06,85.13,99.22,108.93,86.49,76.02,78.62,73.2,74.07,91.44,100.22,66.24,73.76,73.14,68.86,78.64,96.77,104.81,77.6,78.45,72.35,70.64,77.86,105.57,120.56,90.31,85.04,80.23,87.23,90.83,110.13,109.61,79.49,104.38,91.96,99.46,83.13,136.41,163.05,127.97,110.45,126.82,101.54,94.19,102.17,104.01,84.97,91.74,89.18,86.95,94.21,116.7,121.92,113.1,114.57,113.51,104.71,98.81,88.86,78.84,56.66,49.24,36.8,28.86,23.72,20.66,15.44,14.31,16.87,15.72,15.85,14.66,17.45,17.13,14.94,13.64,16.2,15.05,14.29,15.18,13.12,13.33,15.05,13.88,13.31,16.09,15.09,13.4,12.55,16.35,14.74,13.46,16.7,14.96,14.12,13.57,15.96,17.56,15.44,14.98,18.19,17.35,13.83,16.44,17.11,12.75,17.58,18.37,18.19,14.31,17.37,17.24,16.96,19.6,15.46,16.28,15.61,16.98,14.46,21.05,21.38,21.79,21.57,19.58,22.96,21.16,24.13,24.41,24.78,23.09,19.73,18.95,21.79,23.92,24.48,22.66,25.33,23.42,24.02,25.24,25.48,26.6,28.66,23.59,15.89,21.01,26.3,24.72,24.89,28.92,27.19,26.5,28.88,26.37,31.22,28.06,33.26,31.72,26.13,24.09,29.14,24.91,27.28,31.14,29.88,27.17,30.68,32,31.94,29.47,30.85,29.01,29.68,28.36,28.86,32.35,33.02,32.22,32.31,26.08,28.12,29.97,25.72,26.84,33.26,32.63,29.51,28.32,30.14,27.45,26.95,27.88,31.59,24.33,26.84,27.21,25.3,28.04,32.52,34.08,25.8,33.8,32.87,30.14,35.67,36.86,35.34,27.39,31.81,34.87,35.1,32.85,35.43,36.06,33.2,35.1,37.21,32.05,34,41.93,41.63,24.26,18.32,24.74,25.8,22.51,33,38.42,29.01,30.53,33.59,36.3,35.75,40.96,48.44,39.81,34.06,35.78,32.68,36.19,37.34,34.52,30.98,20.9,22.96,29.79,38.42,39.38,35.26
"3868","county","Orleans Parish","walking","","Louisiana","United States",100,29.53,23.7,29.47,49.55,71.04,44.15,25.48,20.62,22,24.33,42.93,58.12,30.64,26.92,22.64,20.24,25.55,42.48,62.33,32.04,25.17,24.35,22.94,28.25,52.83,78.75,47.87,28.94,24.87,26.01,34.33,68.27,91.95,56.57,35.09,30.26,44.78,35.5,117.72,200.77,151.41,94.21,153.1,42.91,35.63,50.9,64.08,44.52,30.26,29.59,26.89,35.2,53.88,72.13,52.66,41.01,37.64,39.2,39.15,43.81,46.22,26.03,15.77,8.6,6.53,5.68,5.24,4.02,3.44,3.72,3.8,3.58,3.89,4.07,3.84,3.26,3.61,4.03,4.01,3.81,4.21,3.49,3.48,3.84,4.04,3.96,4.3,4.23,4.15,2.86,4.04,3.95,4.04,4.6,4.48,3.62,3.53,5.23,4.81,4.6,3.99,5.34,4.99,4.33,5.12,4.63,4.01,5.64,5.83,5.9,4.9,5.58,5.62,5.77,6.14,5.63,6.34,5,5.53,4.44,6.44,6.01,7.21,7.98,6.76,8,8.1,8.03,8.79,9.16,10,8.42,7.47,7.75,8.51,9.26,10.24,11.35,8.77,9.64,9.55,9.36,11.7,12.25,9.61,4.18,6.23,9.4,8.93,11.55,14.18,16.66,11.98,11.11,11.02,11.54,12.65,16.52,17.03,10.71,9.93,10.8,9.41,12.83,16.47,18.39,12.61,12.03,12.08,12.13,13.07,17.07,16.96,11.89,10.98,11.55,13.59,13.89,17.49,18.85,12.89,11.07,11.04,10.46,12.03,17.11,18.3,12.25,11.77,11.7,11.87,12.6,15.44,17.33,10.76,10.8,10.43,12.13,13.68,17.49,20.26,13.05,13.7,12.82,13.16,15.04,20,22.21,16.47,16.42,15.9,15.92,17.93,20.99,24.86,17.03,16.32,15.15,15.33,15.43,21.47,23.35,12.47,7.78,9.54,8.51,8.71,17.42,19.93,14.99,14,14.98,15.32,17.31,23.15,31.81,24.02,15.57,13.36,14.15,16.29,20.79,22.54,14.94,10.92,9.01,12.17,14.77,19.62,21.42
"3886","county","Ouachita Parish","driving","","Louisiana","United States",100,96.31,101.05,105.59,124.9,111.88,79.19,103.25,101.85,94.32,100.6,125.17,116.19,71.13,100.88,106.31,107.22,113.86,128.83,119.65,79.63,101.6,104.33,99.82,108.24,129.33,124.43,79.3,91.28,101.79,104.47,119.41,147.85,146.33,86.46,106.87,107.95,106.54,111.05,134.78,124.52,79.31,103.91,110.28,122.76,126.04,149.96,146.41,91.03,115.03,120.66,112.42,133.81,166.61,158.89,91.74,112.01,130.86,129.98,126.95,138.63,128.42,84.2,101.32,99.03,95.45,94.82,92.38,77.59,51.25,69.84,67.86,71.65,71.11,83.01,62.82,54.58,63.3,68.92,72.88,69.59,79.5,55.29,50.06,65.39,69.62,75.22,74.51,78.86,68.01,56.26,87.88,88.19,96.31,89.29,99.77,84.09,48.25,92.61,93.31,81.44,97.4,102.97,86.4,68.79,96.73,88.55,100.73,101.44,119.84,96.59,77.93,104.89,108.3,110.39,111.72,111.96,110.34,77.16,NA,NA,124.85,124.18,139.65,120.7,91.59,131.2,139.44,145.01,151.95,175.58,142.78,112.6,107.23,145.76,147.5,151.11,178.8,165.6,121.44,139,144.17,149.5,155.83,193.57,178.32,123.11,131.08,154.38,161.85,168.06,198.1,186.5,130,151.31,159.24,166.59,173.8,215.06,197.55,127.35,155.92,159.07,164.85,173.62,188.55,175.88,132.87,162.13,163.18,173.12,190.55,198.99,144.91,135.05,166.15,160.93,160.9,177.79,203.42,195.94,136.75,162.43,171.21,168.35,179.68,203.76,191.64,132.73,164.61,162.94,170.16,177.28,198.79,188.19,131.03,164.98,167.06,165.92,175.53,192.43,206.31,142.95,171.13,172.74,171.82,182.13,206.37,197.27,134.84,164.55,167.2,173.34,172.53,204.1,207.11,140.88,168.84,169.67,170.35,177.99,193.72,183.93,122.07,161.04,164.72,186.85,124.29,224.21,180.97,146.87,190.07,193.53,200.26,207.44,239.31,198.9,141.4,143.64,177.71,189.66,184.75,217.59,189.94,127.61,168.83,179.86,169.64,174.76,205.04,195.46
"3969","county","Plaquemines Parish","driving","","Louisiana","United States",100,95.89,92.03,94.58,105.4,91.56,66.06,79.7,84.68,82.5,85.97,88.23,85.71,56.39,79.37,88.29,86.27,83.14,97.85,84.6,65.47,86.16,84.26,84.18,87.08,99.89,84.46,65,81.27,88.9,88.82,88.06,106.63,88.9,60.22,77.91,92.59,102.01,97.26,112.08,87.59,87.98,86.41,75.17,92.14,98.52,96.45,87.92,69.42,81.35,82.5,81.41,97.71,99.69,86.47,66.9,79.34,82.02,90.02,85.91,95.89,76.46,57.17,65.25,62.9,57.62,69.14,60.53,46.88,37.18,49.65,47.72,48.39,50.38,51.52,44.09,36.2,43.7,51.08,47.5,54.4,55.19,47.36,34.13,46.6,48.78,55.69,52.25,49.96,50.01,30.61,48,51.8,55.75,57.98,62.79,52.64,37.01,50.74,58.82,57.25,53.9,72.74,63.8,52.05,57.42,59.32,60.55,65.39,77.16,69.89,58.43,67.99,76.68,66.42,68.21,74.59,61.64,49.2,NA,NA,75.17,75.29,76.18,70.79,63.66,75.29,94.83,94.97,106.32,118.12,95.19,83.81,65.89,84.06,94.13,100.08,132.96,92.73,74.17,85.69,88.62,88.45,96.81,105.17,69.72,36.32,67.82,89.91,83.53,98.07,116.58,99.97,80.18,95.61,106.57,114.9,111.46,126.59,104.47,84.6,85.55,88.9,86.69,104.28,122.53,98.83,85.04,102.35,108.08,105.76,103.49,95.67,72.38,62.2,87.81,102.63,105.51,109.81,111.04,104.47,86.92,95,101.09,112.97,104.28,121,113.45,77.94,104.03,97.82,95.81,91.92,93.6,78.73,69.64,82.78,84.01,103.35,99.08,106.26,109.95,83.23,100.89,97.71,96.25,106.35,116.63,104.78,86.53,96.45,104.28,107.35,109.03,125.61,100.22,89.32,100.7,87.7,99.13,99.33,115.49,91.33,79.62,43,63.35,67.99,70.59,91.86,99.22,68.97,86.94,94.44,99.05,95.16,117.75,98.02,85.13,79.59,92.03,94.1,101.09,119.43,101.12,104.84,61.17,49.85,82,107.69,128.71,87.17
"3976","county","Pointe Coupee Parish","driving","","Louisiana","United States",100,100.18,104.3,106.7,141.58,139.04,135.33,119.25,101.4,101.13,107.79,127.67,129.39,81.57,88.63,95.15,93.25,102.08,131.48,132.61,85.96,99.05,97.19,91.44,105.07,142.39,131.48,100.77,95.38,98.78,115.26,129.03,160.78,149.55,94.84,96.92,108.29,112.18,126.72,172.69,139.4,109.19,132.02,381.7,119.43,120.65,159.01,138,105.53,101.27,118.25,105.39,123.91,167.75,160.42,121.24,112.05,109.78,119.52,120.02,144.47,149.82,117.35,107.7,98.1,97.92,100.36,280.3,88.09,108.83,70.06,63.41,76.99,80.66,84.83,80.62,59.42,73.64,66.89,73.23,77.36,73.64,66.62,68.52,81.93,73.96,79.44,89.13,84.96,79.57,49.32,80.43,79.3,85.1,95.15,102.63,88.99,62.5,75.14,84.24,85.42,89.36,102.58,119.61,90.22,87.91,78.67,83.11,97.33,119.2,121.88,96.88,97.87,110.51,104.03,128.17,122.69,124,101.59,NA,NA,123.41,109.65,137.95,127.13,99.28,115.08,130.71,133.29,137.68,172.83,195.15,149.95,144.25,124.05,116.49,142.16,170.11,173.05,133.97,127.17,132.61,125.41,133.88,168.39,179.17,86.68,110.51,145.52,176.31,158.7,190.99,190.35,153.53,148.1,145.15,156.61,172.19,197.74,208.42,139.72,136.5,138.5,142.35,147.1,184.6,183.06,156.61,153.08,148.32,160.91,175.32,196.38,232.29,170.97,148.14,141.12,145.88,165.4,212.32,209.51,166.62,144.25,132.2,166.58,154.26,190.58,209.47,149.18,150.59,147.1,150.95,160.55,193.98,195.74,129.35,132.97,168.48,140.72,161.78,168.34,179.17,158.51,140.44,159.96,156.52,167.57,194.43,217.98,157.07,148.05,150.14,156.93,185.73,189.31,206.52,153.89,151.9,145.06,161.5,153.26,210.37,196.2,122.83,120.43,132.29,148.19,133.47,200.18,187.23,144.47,163.18,551.22,171.01,174.82,226.27,235.96,175.63,169.34,171.51,159.74,171.97,196.24,207.84,147.55,158.47,143.16,149.14,167.26,219.16,185.87
"4051","county","Rapides Parish","driving","","Louisiana","United States",100,105.34,109.4,111.19,134.32,115.05,86.26,117.97,126.24,120.15,121.78,139.69,121.38,79.34,103.51,102.87,103.74,109.21,130.14,121.84,80.62,106.65,101.58,99.64,106.95,130,119.43,87.85,101.15,107.38,107.85,121.36,154.4,126.36,91.86,107.49,113.87,107.02,123.55,155.99,128.89,107.94,115.55,116.67,124.92,131.15,158.91,148.41,95.87,113.32,122.69,111.73,136.06,168.2,161.97,105.65,122.57,128.84,130.76,137.42,152.4,136.61,92.88,106.93,99.14,95.77,95.82,89.33,70.72,53.05,71.25,73.45,72.97,75.02,82.09,63.81,52.98,66.14,70.2,76.03,70.82,78.61,63.3,52.3,72.51,74.23,76.55,76.56,76.87,66.26,43.3,74.16,79.19,84.36,88.71,92.56,78.5,51.2,88.73,89.54,87.55,103.27,109.13,89.27,72.25,94.13,85.72,95.56,101.55,117.91,102.96,78.68,103.11,105.74,111.14,119.43,118.13,115.55,86.98,NA,NA,118.85,116.01,138.75,117.94,91.14,132.09,136.29,128.4,148.98,172.38,142.57,106.24,109.22,131.06,138.79,141.29,162.3,147.74,112.2,142.38,150.54,149.16,156.99,169.96,157.13,103.42,134.96,143.64,147.66,157.25,185.71,166.19,124.31,155.99,153.76,157.82,166.62,191.7,173.69,115.7,142.88,149.98,152.98,158.01,184.09,164.62,119.66,144.71,152.26,160.1,175.93,157.48,131.3,117.92,152.4,148.27,159.02,172.39,192.68,178.76,131.15,154.2,157.2,158.63,163.34,181.56,165.51,125.43,152.79,156.5,156.14,162.35,175.15,163.29,122.85,152.77,149.4,157.57,175.21,185.05,175.47,130.09,158.53,151.99,158.32,169.93,189.65,180.99,132.23,160.67,153.13,166.76,165.53,195.36,177.97,125.64,151.31,150.48,151.33,158.63,176.82,170.66,122.43,150.9,161.23,176.53,120.08,200.51,187.04,174.07,204.39,217.21,206.82,225.01,249.92,211.53,175.54,210.65,215.12,212.17,218.78,232.28,201.4,153.1,193.33,189.79,188.75,191.1,213.34,201.25
"4067","county","Richland Parish","driving","","Louisiana","United States",100,88.91,104.54,105.57,136.02,114.09,92.47,119.25,107.53,100.67,110.42,131.79,120.49,89.06,87.82,99.43,96.54,104.33,130.29,108.36,83.44,101.75,99.54,97.11,109.86,128.07,121.67,101.65,89.68,99.38,104.8,119.3,151.96,121.78,102.12,110.01,106.97,110.17,118.99,147.73,112.85,100.21,112.18,120.23,130.19,120.43,152.99,139.99,115.27,117.7,120.33,114.96,138.91,187.77,176.21,131.06,132.3,147.47,139.42,143.29,170.33,166.77,130.34,125.34,114.65,110.68,114.96,118.63,99.07,68.52,78.69,71.52,72.6,80.03,80.75,75.75,65.79,73.27,72.65,73.99,79.41,75.08,55.06,57.17,64.81,72.34,73.74,81.84,79.26,60.78,44.12,72.03,69.35,82.04,78.28,89.11,82.61,49.38,77.24,85.76,75.34,87.67,90.09,90.25,69.87,94.12,91.38,88.03,94.79,118.27,109.75,88.7,117.39,113.57,127.71,107.48,124.72,123.99,89.06,NA,NA,129.51,133.38,148.19,142.98,114.6,129.77,132.51,139.89,181.37,213.36,170.74,134.78,143.4,144.74,146.8,158.72,209.13,184.98,148.4,151.24,150.62,144.69,165.74,206.04,248.25,150.31,142.26,159.7,160.89,170.43,223.48,206.24,168.73,154.95,152.94,171.83,188.75,227.86,226.73,166.67,175.64,175.95,168.06,182.46,232.25,228.69,188.08,170.02,173.43,179.46,213,253.87,163.67,212.28,200.57,164.55,165.27,191.18,234.88,246.54,189.16,163.52,170.23,164.86,196.13,228.59,265.63,178.59,164.5,153.72,170.85,182.4,217.6,243.65,181.22,155.62,165.74,168.42,192.52,218.32,253.97,181.73,179,162.28,175.9,186.33,229.15,225.95,179.46,180.86,166.77,162.54,185.76,212.13,221.31,179,170.28,166.72,167.39,173.79,191.64,190.25,167.91,159.96,137.87,179.1,152.37,254.85,229.98,181.17,174.72,180.8,185.91,196.28,256.76,264.81,171.31,188.13,166.51,151.86,172.45,227.71,227.4,139.27,171.31,168.63,155.88,164.5,190.35,195.36
